day,word,definition,difficulty,korean
34,chamber,[n] a room used for a special purpose; [n] a large room used for formal meetings of a law-making group,2,(특정 목적의) -실(室); (의회) 회의실
34,elect,[v] to choose someone for an official position by voting,2,"선거하다, 선출하다"
34,mandate,"[n] the authority to do something, given by voters or a group; [n] an official order",2,"권한(을 주다); 지시(하다), 명령(하다)"
34,rally,[n] a large public meeting to support a political idea; [v] to come together to support someone or something,2,(특히 정치적) 집회; (지지를 위해) 결집[단결]하다
34,rebel,[v] to fight against or refuse to obey authority; [n] a person who fights against a government or authority,2,"반란을 일으키다, 반항[저항]하다; 반역자"
34,exile,[n] the state of being forced to live outside your own country; [v] to force someone to leave their own country,2,"추방(하다), 유배하다; 망명(자)"
34,assassination,"[n] the murder of an important or famous person, often for political reasons",2,암살
34,embassy,[n] the official building where an ambassador and staff from a foreign country work,2,대사관
34,diplomat,[n] a person whose job is to represent their country in a foreign country,2,외교관
34,delegate,[n] a person chosen to represent a group at a meeting; [v] to give part of your work or power to someone else,2,"대표자, 사절; 대표로 임명하다"
34,counterpart,[n] a person or thing that has the same position or function as another in a different place,2,상대; 대응 관계에 있는 사람
34,ally,"[n] a country that agrees to help another, especially in war; [v] to join with someone to support them",2,"동맹국, 연합국; 동맹시키다"
34,treaty,[n] a formal written agreement between two or more countries,2,"조약, 협정"
34,term,[n] a fixed period of time; [n] one of the periods into which a school year is divided; [n] a word with a particular meaning,2,기간; 학기; 임기; 용어; 조건; 관점; 관계
34,bar,[n] a place where alcoholic drinks are sold; [n] the profession of being a lawyer; [v] to officially prevent someone from doing something,2,"술집, 바; 변호사(직); 법정; 장애(물); 막다"
35,corporation,[n] a large business company,2,"(큰 규모의) 기업, 회사"
35,incorporate,[v] to officially form a company; [v] to include something as part of a whole,2,(법인 회사를) 설립하다; 포함하다
35,enterprise,[n] a company or business; [n] a large project; [n] the ability to think of new projects and make them happen,2,"기업, 회사; (대규모) 사업; 진취성, 기업심"
35,merge,[v] (of companies) to combine into one; [v] to join together to form one thing,2,합병하다; 합치다
35,headquarters,[n] the main office of a company or organization; [n] the place from which military operations are controlled,2,본사; 본부
35,executive,[n] a person with a senior position in a company; [adj] relating to managing a business; [n] the part of government that puts laws into effect,2,"임원, 경영진; 경영의; 행정부; 행정[집행]의"
35,subordinate,[n] a person who has a lower position than someone else; [adj] lower in rank; [adj] less important,2,하급자; 하급의; ~보다 아래에 두다; 부차적인
35,personnel,[n] the people who work for a company or organization; [n] the department that deals with employing staff,2,"(조직의) 인원, 직원들; 인사과"
35,vocation,[n] a type of work that you feel especially suited for; [n] a strong feeling that you should do a particular kind of work,2,"천직, 직업; 소명 (의식), 사명감"
35,recruit,[v] to find new people to join a company or organization; [n] a new member of an organization or the army,2,"모집하다, 뽑다; 신입사원, 신병"
35,resume,[n] a written record of your education and work experience; [v] to start again after a pause,2,이력서; 다시 시작하다
35,qualify,[v] to give someone the right or skills to do something; [v] to reach the necessary standard for something,2,자격을 주다[얻다]
35,designate,[v] to officially choose something or someone for a special purpose; [v] to give someone a particular job,2,지정[지적]하다; 지명하다; 지명된
35,resign,[v] to officially leave your job or position,2,"사직하다, 사임하다"
35,incentive,[n] something that encourages a person to do something; [n] a payment that encourages someone to work harder,2,"우대책, 장려(금); 동기부여"
35,confidential,[adj] meant to be kept secret; [adj] trusted with secret information,2,"기밀의, 비밀의; 신뢰받는, 신임하는"
35,seal,[v] to close something tightly so that nothing can get in or out; [n] an official stamp on a document; [n] a large sea animal with fur that lives near the coast,2,"봉하다; 직인, 도장; 바다표범"
35,justice,[n] fair treatment of people; [n] the quality of being fair and reasonable; [n] the legal system that punishes criminals,2,"정의(正義); 공정, 정당성; 사법, 재판(관)"
35,authorize,[v] to give official permission for something or give someone the power to do something,2,"권한을 부여하다, 허가하다"
35,oblige,"[v] to force someone to do something because it is a law, rule or duty",2,의무적으로 ~하게 하다; 강요하다
35,ban,[v] to officially forbid something; [n] an official rule that forbids something,2,(공식적으로) 금지(하다)
35,prohibit,"[v] to officially stop something from being done, especially by law",2,"(법률, 권한에 따라) 금지하다"
35,condemn,[v] to say strongly that you think something is wrong or bad; [v] to give someone a severe punishment in a court,2,"비난하다, 규탄하다; 선고를 내리다"
35,legislate,[v] to make a new law about something,2,"입법하다, 법률을 제정하다"
35,legalize,[v] to make something allowed by law,2,합법화하다
35,amend,"[v] to make changes to a law or document, especially to improve it",2,"(법안 등을) 개정하다, 고치다"
35,abolish,"[v] to officially end a law, system or institution",2,"(법, 제도 등을) 폐지하다"
35,copyright,"[n] the legal right to control the copying, publishing or selling of a book, film or piece of music",2,"저작권, 판권"
35,patent,[n] an official right to be the only one who can make or sell an invention; [v] to get this right for an invention,2,특허(권); 특허를 받다
35,uphold,[v] to support or defend something such as a law or principle; [v] (of a court) to confirm that an earlier decision is correct,2,지키다; 지지[유지]하다; 확인하다; 인정하다
35,legitimate,"[adj] allowed by law; legal; [adj] fair, acceptable or reasonable",2,"법률(상)의; 합법적인; 정당한, 타당한"
35,comply,"[v] to obey a rule, law or order",2,"(법 등을) 준수하다, 따르다"
35,violate,"[v] to break a law, rule or agreement; [v] to go into or damage something that should be respected",2,위반하다; 침해하다
35,liable,[adj] legally responsible for something; [adj] likely to do or experience something,2,법적 책임이 있는; ~하기 쉬운
35,promote,[v] to help something develop or increase; [v] to advertise a product; [v] to move someone to a higher position at work,2,"촉진하다, 장려하다; 홍보하다; 진급시키다"
35,apply,[v] to make a formal request for a job or place; [v] to use something in a particular situation; [v] to put a substance on a surface,2,"지원하다; 적용하다, 응용하다; 바르다"
35,project,[n] a planned piece of work; [v] to calculate what something will be in the future; [v] to show an image on a screen,2,과제; 계획(하다); 예상하다; 투영하다
36,abort,[v] to end a pregnancy early; [v] to stop something before it has been completed,2,유산하다; (일을) 중단시키다
36,admonish,[v] to tell someone severely that they have done something wrong; [v] to strongly advise someone to do something,2,꾸짖다; (강력히) 충고하다
36,amplify,"[v] to make something larger, stronger or louder; [v] to explain something in more detail",2,확대하다; 더 자세히 설명하다
36,appease,[v] to make someone calm or less angry by giving them what they want,2,"달래다, 진정시키다"
36,austerity,[n] a situation in which there is not much money and people live simply without luxuries,2,내핍 상태
36,bizarre,[adj] very odd and surprising in a way that is hard to explain,2,"기이한, 특이한"
36,deflect,[v] to make something change direction; [v] to prevent something such as criticism or attention from being directed at you,2,방향을 바꾸다; (관심 등을) 피하다
36,deterioration,[n] the process of becoming worse; [n] a fall in quality,2,(상황 등의) 악화; 품질 저하
36,discrete,[adj] clearly separate and different from other things,2,별개의; 분리된
36,dwindle,[v] to become gradually fewer or smaller,2,(점점) 줄어들다; 감소되다
36,perpetual,[adj] lasting forever or for a very long time; [adj] happening again and again without stopping,2,영속하는; 끊임없는
36,render,[v] to cause someone or something to be in a particular state; [v] to give help or a service to someone,2,(어떤 상태가 되게) 만들다; 제공하다
