unit,word,definition,source,flag
32,censor,"[n] An official responsible for the removal or suppression of objectionable material (for example, if obscene or likely to incite...; [v] To review for, and if necessary to remove or suppress, content from books, films, correspondence, and other media which is regarded as...",Datamuse 조회,
32,press,[n] A printing machine; [n] The print-based media (both the people and the newspapers),Datamuse 조회,
32,current,"[adj] Existing or occurring at the moment; [adj] Generally accepted, used, practiced, or prevalent at the moment; having currency",Datamuse 조회,
32,cover,"[n] Area or situation which screens a person or thing from view; [n] The front and back of a book, magazine, CD package, etc",Datamuse 조회,
33,province,"[n] An administrative subdivision of certain countries, including Canada and China; [n] An area of activity, responsibility or knowledge; the proper concern of a particular person or concept",Datamuse 조회,
33,district,[n] An administrative division of an area; [n] An area or region marked by some distinguishing feature,Datamuse 조회,
33,metropolitan,"[adj] Of, or pertaining to, a metropolis or other large urban settlement; [n] The inhabitant of a metropolis",Datamuse 조회,
33,infrastructure,"[n] The facilities, services and installations needed for the functioning of a community or society; [n] An underlying base or foundation for a building, organization, or system",Datamuse 조회,
33,facility,"[n] The physical means or contrivances to make something (especially a public service) possible; the required equipment, infrastructure...; [n] A building or campus specially designed for a specific purpose, such as incarceration, military use, or scientific experimentation",Datamuse 조회,
33,endow,"[v] To give property to (someone) as a gift; specifically, to provide (a person or institution) with support in the form of a permanent...; [v] To enrich or furnish with some faculty or quality",Datamuse 조회,
33,wellbeing,"[n] the state of being comfortable, healthy and happy",손으로 작성,검토권장
33,pension,"[n] A boarding house or small hotel, especially in continental Europe, which typically offers lodging and certain meals and services; [n] A sum paid to a clergyman in place of tithes",Datamuse 조회,
33,insure,[v] To provide for compensation if some specified risk occurs. Often agreed by policy (contract) to offer financial compensation in case...; [v] To deal in such contracts; subscribe to a policy of insurance,Datamuse 조회,
33,hierarchy,"[n] A social, religious, economic or political system or organization in which people or groups of people are ranked with some superior to...; [n] A body of authoritative officials organized in nested ranks",Datamuse 조회,
33,imperial,"[adj] Related to an empire, emperor, or empress; [adj] Very grand or fine",Datamuse 조회,
33,lord,"[n] A peer of the realm, particularly a temporal one; [n] A magnate of a trade or profession",Datamuse 조회,
33,slave,"[n] A person who is held in servitude as the property of another person, and whose labor (and often also whose body and life) is subject...; [n] One who has no power of resistance to something, one who surrenders to or is under the domination of something",Datamuse 조회,
33,abuse,"[n] Improper treatment or usage; application to a wrong or bad purpose; an unjust, corrupt or wrongful practice or custom; [n] Misuse; improper use; perversion",Datamuse 조회,
33,orphan,"[n] A person, especially a minor, both or (rarely) one of whose parents have died; [n] A person, especially a minor, whose parents have permanently abandoned them",Datamuse 조회,
33,bully,"[n] A person who is intentionally physically or emotionally cruel to others, especially to those whom they perceive as being vulnerable or...; [v] To act aggressively towards",Datamuse 조회,
33,addict,[n] An adherent or fan (of something); [v] To deliver (someone or something) following a judicial decision,Datamuse 조회,
33,exploit,"[v] To use (something) to someone's advantage, such as one's own benefit or a society's benefit; [v] To make unfair use of someone else's labor, person, or property to one's own advantage",Datamuse 조회,
33,discriminate,"[v] To treat or affect differently, depending on differences in traits; [v] To make decisions harmful to (a person or group) based on prejudice",Datamuse 조회,
33,segregate,[v] To separate; [adj] Separate; select,Datamuse 조회,
33,constrain,"[v] To keep within close bounds; to confine; [v] To force physically, by strong persuasion or pressuring; to compel; to oblige",Datamuse 조회,
33,suicide,"[n] The act of intentionally killing oneself; [n] A particular instance of a person intentionally killing oneself, or of multiple people doing so",Datamuse 조회,
33,impoverish,[v] To make poor; [v] To weaken in quality; to deprive of some strength or richness,Datamuse 조회,
33,famine,[n] Extreme shortage of food in a region; [n] A period of extreme shortage of food in a region,Datamuse 조회,
33,plight,"[n] A dire or unfortunate situation; [v] Specifically, to pledge (one's troth etc.) as part of a marriage ceremony",Datamuse 조회,
33,strike,"[v] To delete or cross out; to scratch or eliminate; [v] To have a sharp or sudden physical effect, as of a blow",Datamuse 조회,
33,stake,"[n] A share or interest in a business or a given situation; [v] To put at risk upon success in competition, or upon a future contingency",Datamuse 조회,
34,statesman,"[n] A man who is a leader in national or international affairs; [n] A male political leader who promotes the public good or who is recognized for probity, leadership, or the qualities necessary to...",Datamuse 조회,
34,regime,"[n] A form of government, or the government in power, particularly an authoritarian or totalitarian one; [n] Mode of rule or management",Datamuse 조회,
34,monarchy,"[n] A government in which sovereignty is embodied within a single, today usually hereditary head of state (whether as a figurehead or as a...; [n] The territory ruled over by a monarch; a kingdom",Datamuse 조회,
34,realm,"[n] A sphere of knowledge or of influence; a domain; [n] An otherworldly dimension or domain — magical, ethereal, or otherwise",Datamuse 조회,검토권장
34,reign,[n] The period during which a monarch rules; [n] The exercise of sovereign power,Datamuse 조회,
34,federal,"[adj] Pertaining to a league or treaty; derived from an agreement or covenant between parties, especially between nations; [n] A supporter of federation",Datamuse 조회,
34,autonomy,[n] The right or condition of self-government; freedom to act or function independently; [n] A self-governing country or region,Datamuse 조회,
34,sovereign,"[adj] Having supreme, ultimate power; [adj] Exercising power of rule",Datamuse 조회,
34,tyrant,"[n] A despot; a ruler who governs unjustly, cruelly, or harshly; [n] Any person who abuses the power of position or office to treat others unjustly, cruelly, or harshly",Datamuse 조회,
34,slogan,[n] A distinctive phrase of a person or group of people (such as a movement or political party); a motto; [n] A catchphrase associated with a product or service being advertised,Datamuse 조회,
34,scheme,"[n] A systematic plan of future action; [n] A plot or secret, devious plan",Datamuse 조회,
34,nominate,"[v] To name someone as a candidate for a particular role or position, including that of an office; [n] A nominee",Datamuse 조회,
34,chairperson,"[n] A chairman or chairwoman, someone who presides over a meeting, board, etc",Datamuse 조회,
34,agenda,[n] A temporally organized plan for matters to be attended to; [n] A list of matters to be taken up (as at a meeting),Datamuse 조회,
34,chamber,"[n] A room or set of rooms, particularly:; [n] The private room of an individual, especially of someone wealthy or noble",Datamuse 조회,
34,elect,[v] To choose or make a decision (to do something); [n] One chosen or set apart,Datamuse 조회,
